id,model_name,primary_entity_type,source,prediction,reference_translation,reference_mention,target_rendering_strategy,official_korean_title_preferred,preserve_english_preferred,adaptation_needed,human_entity_correct,human_rendering_strategy,human_quality_label,human_metric_likely_miss,human_notes,preferred_model,human_acceptance_label,strategy_matches_target,sentence_bleu,sentence_chrf,normalized_reference_exact_match,general_bleu_pass,general_chrf_pass,primary_mention_exact_match,any_reference_mention_exact_match,primary_mention_normalized_match,any_reference_mention_normalized_match,mention_substring_recall_proxy,disagreement_category,metric_human_disagreement,korean_strategy_issue,acceptable_alias_case,both_metrics_pass,both_metrics_fail
Q3393961_2,gpt4o_mini,Food,Can corn starch be used as a thickening agent in sauces and gravies?,옥수수 전분은 소스와 그레이비의 농도를 조절하는 데 사용할 수 있나요?,옥수수 녹말을 소스와 그레이비의 증점제로 사용할 수 있나요?,옥수수 녹말,translate,no,no,no,yes,translate,correct,yes,,gpt4o_mini,acceptable,True,28.9978,48.3263,False,False,False,False,False,False,False,0.6,both_metrics_too_harsh_on_acceptable_output,True,False,False,False,True
Q5056486_1,gpt4o_mini,Food,Who created Montreal-style smoked meat?,몬트리올 스타일의 훈제 고기는 누구에 의해 만들어졌나요?,누가 몬트리올 스모크트 미트를 만들었나요?,몬트리올 스모크트 미트,translate,no,no,no,yes,translate,correct,no,,gpt4o_mini,acceptable,True,18.5751,21.7821,False,False,False,False,False,False,False,0.5,both_metrics_too_harsh_on_acceptable_output,True,False,False,False,True
Q1190902_2,gpt4o_mini,Landmark,What type of landmark is Okhotny Ryad?,오흐토니 랴드(Okhotny Ryad)는 어떤 유형의 랜드마크인가요?,오호트니랴트역은 어떤 종류의 랜드마크인가요?,오호트니랴트역,transliterate,no,no,no,yes,transliterate,acceptable_alias,maybe,,gpt4o,acceptable,True,24.4462,37.9195,False,False,False,False,False,False,False,0.2857,both_metrics_too_harsh_on_acceptable_output,True,False,True,False,True
Q129479_0,gpt4o_mini,Landmark,What is the significance of the Tomb of Hafez in Iranian culture?,하페즈의 묘는 이란 문화에서 어떤 의미를 가지고 있나요?,이란 문화에서 하페즈의 무덤 의 의미는 무엇인가요?,하페즈의 무덤,transliterate,yes,no,no,yes,transliterate,acceptable_alias,no,,tie,acceptable,True,22.6792,30.8008,False,False,False,False,False,False,False,0.6667,both_metrics_too_harsh_on_acceptable_output,True,False,True,False,True
Q1515426_0,gpt4o_mini,Landmark,What type of institution is the Petro Tchaikovsky National Music Academy of Ukraine?,페트로 차이코프스키 우크라이나 국립 음악 아카데미는 어떤 유형의 기관인가요?,키예프 음악원 는 어떤 종류의 기관인가요?,키예프 음악원,translate,no,no,no,yes,translate,acceptable_alias,maybe,,gpt4o,acceptable,True,15.6197,32.268,False,False,False,False,False,False,False,0.3333,both_metrics_too_harsh_on_acceptable_output,True,False,True,False,True
Q1515426_1,gpt4o_mini,Landmark,Where is the Petro Tchaikovsky National Music Academy of Ukraine located?,우크라이나 페트로 차이콥스키 국립 음악 아카데미는 어디에 위치해 있나요?,키예프 음악원 는 어디에 있나요?,키예프 음악원,translate,no,no,no,yes,translate,acceptable_alias,maybe,,tie,acceptable,True,15.6197,24.0014,False,False,False,False,False,False,False,0.3333,both_metrics_too_harsh_on_acceptable_output,True,False,True,False,True
Q732489_1,gpt4o_mini,Landmark,Where is the Mariinskyi Palace located?,마리인스키 궁전은 어디에 위치해 있습니까?,마린스키궁은 어디에 있나요?,마린스키궁,transliterate,yes,no,no,yes,transliterate,acceptable_alias,maybe,,gpt4o,acceptable,True,27.3012,23.6367,False,False,False,False,False,False,False,0.6,both_metrics_too_harsh_on_acceptable_output,True,False,True,False,True
Q732489_2,gpt4o_mini,Landmark,What is the significance of the Mariinskyi Palace?,마리인스키 궁전의 중요성은 무엇인가요?,마린스키궁의 의미는 무엇인가요?,마린스키궁,transliterate,yes,no,no,yes,transliterate,acceptable_alias,no,,gpt4o,acceptable,True,35.9304,34.2846,False,True,False,False,False,False,False,0.6,both_metrics_too_harsh_on_acceptable_output,True,False,True,False,True
Q16255596_2,gpt4o_mini,Movie,What genre does the movie Eleventh Mom belong to?,영화 '11번째 엄마'는 어떤 장르인가요?,영화 열한번째 엄마는 어떤 장르에 속하나요?,열한번째 엄마,translate,yes,no,no,yes,translate,acceptable_alias,maybe,,gpt4o,acceptable,True,24.7369,28.8749,False,False,False,False,False,False,False,0.6667,both_metrics_too_harsh_on_acceptable_output,True,False,True,False,True
Q685741_1,gpt4o_mini,Movie,When was The Baker's Wife released?,"""The Baker's Wife""는 언제 개봉되었나요?",제빵사의 아내는 언제 출시되었나요?,제빵사의 아내,translate,yes,no,no,yes,preserve,acceptable_alias,maybe,,gpt4o,acceptable,False,27.3012,20.8691,False,False,False,False,False,False,False,0.1667,both_metrics_too_harsh_on_acceptable_output,True,False,True,False,True
Q698796_0,gpt4o_mini,Movie,Who played the lead role in Catherine the Great?,캐서린 더 그레이트에서 주연을 맡은 사람은 누구인가요?,예카테리나 대제에서 누가 주연을 맡았나요?,예카테리나 대제,translate,yes,no,no,yes,transliterate,acceptable_alias,no,,tie,acceptable,False,18.5751,15.5515,False,False,False,False,False,False,False,0.0,both_metrics_too_harsh_on_acceptable_output,True,False,True,False,True
Q1330443_1,gpt4o_mini,Musical work,Who composed the musical work Rhapsody on a Theme of Paganini?,파가니니 주제에 대한 랩소디는 누가 작곡했나요?,누가 파가니니 주제에 의한 광시곡을 작곡했나요?,파가니니 주제에 의한 광시곡,transliterate,yes,no,no,yes,transliterate,acceptable_alias,no,,tie,acceptable,True,33.0316,45.1016,False,False,False,False,False,False,False,0.5833,both_metrics_too_harsh_on_acceptable_output,True,False,True,False,True
Q2031786_0,gpt4o_mini,Musical work,What year was Piano Sonata No. 9 composed?,피아노 소나타 제9번은 언제 작곡되었나요?,피아노 소나타 9번은 몇 년도에 작곡되었나요?,피아노 소나타 9번,transliterate,yes,no,no,yes,transliterate,correct,no,,tie,acceptable,True,31.611,49.9532,False,False,False,False,False,False,False,0.75,both_metrics_too_harsh_on_acceptable_output,True,False,False,False,True
Q223534_0,gpt4o_mini,Musical work,What is the key signature of Symphony No. 3?,교향곡 제3번의 조성은 무엇인가요?,교향곡 3번의 핵심 서명은 무엇인가요?,교향곡 3번,translate,yes,no,no,yes,translate,correct,no,,tie,acceptable,True,30.9679,42.8903,False,False,False,False,False,False,False,0.6,both_metrics_too_harsh_on_acceptable_output,True,False,False,False,True
Q231213_2,gpt4o_mini,Musical work,Can you provide a brief description of Symphony No. 4 by Mendelssohn?,"멘델스존의 교향곡 제4번은 ""이탈리아""라는 제목으로 널리 알려져 있으며, 1833년에 작곡되었습니다. 이 작품은 이탈리아 여행 중에 받은 영감을 바탕으로 하여 밝고 경쾌한 선율과 에너제틱한 리듬을 특징으로 합니다. 4악장으로 구성되어 있으며, 각 악장은 이탈리아의 풍경과 기분을 반영하고 있습니다. 특히 첫 번째 악장에서는 강한 생동감이 느껴지며, 마지막 악장에서는 이탈리아의 민속 음악적 요소가 잘 드러납니다. 이 교향곡은 Mendelssohn의 대표작 중 하나로 꼽히며, 낭만주의 음악의 중요한 작품으로 여겨집니다.",멘델스존의 교향곡 4번에 대한 간략한 설명을 해줄 수 있나요?,교향곡 4번,translate,yes,no,no,yes,translate,correct,no,,tie,acceptable,True,2.5045,11.6021,False,False,False,False,False,False,False,0.6,both_metrics_too_harsh_on_acceptable_output,True,False,False,False,True
Q246487_0,gpt4o_mini,Musical work,Which key is Symphony No. 6 primarily written in?,심포니 6번은 주로 어떤 조로 작곡되어 있나요?,교향곡 6번은 주로 어떤 키로 쓰여졌습니까?,교향곡 6번,translate,yes,no,no,partly,transliterate,acceptable_alias,maybe,,gpt4o,acceptable,False,34.5721,30.5083,False,False,False,False,False,False,False,0.4,both_metrics_too_harsh_on_acceptable_output,True,False,True,False,True
Q48835523_2,gpt4o_mini,Musical work,When was On Wings of Song composed?,"""On Wings of Song""는 언제 작곡되었나요?",노래의 날개 위에 은 언제 작곡되었나요?,노래의 날개 위에,preserve,yes,yes,no,yes,preserve,correct,no,,gpt4o_mini,acceptable,True,29.0715,45.9708,False,False,False,False,False,False,False,0.0,both_metrics_too_harsh_on_acceptable_output,True,False,False,False,True
Q154240_0,gpt4o_mini,Person,What were the key years of Yemelyan Pugachev's life and actions?,예멜리얀 푸가첼프의 삶과 행동의 주요 년도는 무엇입니까?,예멜리얀 푸가초프 의 삶과 행동의 중요한 해는 무엇이었나요?,예멜리얀 푸가초프,transliterate,no,no,no,partly,transliterate,acceptable_alias,maybe,,gpt4o,acceptable,True,26.2691,38.7107,False,False,False,False,False,False,False,0.75,both_metrics_too_harsh_on_acceptable_output,True,False,True,False,True
Q2620906_2,gpt4o_mini,Person,What significant contributions did Grigory Petrovsky make during his time in politics?,그리골리 페트로프스키가 정치에서 한 중요한 기여는 무엇인가요?,그리고리 페트로프스키는 정치에 종사하는 동안 어떤 중요한 공헌을 했습니까?,그리고리 페트로프스키,transliterate,no,no,no,partly,transliterate,acceptable_alias,no,,tie,acceptable,True,20.5567,26.8481,False,False,False,False,False,False,False,0.7,both_metrics_too_harsh_on_acceptable_output,True,False,True,False,True
Q538250_2,gpt4o_mini,Person,What are the superpowers of the Crimson Avenger?,크림슨 어벤져의 슈퍼파워는 무엇인가요?,크림슨 어벤저의 초능력은 무엇인가요?,크림슨 어벤저,transliterate,yes,no,no,yes,transliterate,correct,no,,tie,acceptable,True,39.7635,39.5851,False,True,False,False,False,False,False,0.8333,both_metrics_too_harsh_on_acceptable_output,True,False,False,False,True
Q390150_0,gpt4o_mini,Place of worship,When was Salisbury Cathedral first built?,살리스버리 대성당은 처음 언제 지어졌나요?,솔즈베리 대성당은 언제 처음 지어졌나요?,솔즈베리 대성당,translate,yes,no,no,yes,translate,acceptable_alias,maybe,,gpt4o,acceptable,True,34.3295,41.863,False,False,False,False,False,False,False,0.5714,both_metrics_too_harsh_on_acceptable_output,True,False,True,False,True
Q563102_0,gpt4o_mini,Place of worship,How long have the Three Jewel Temples of Korea been in existence?,한국의 삼보사원은 얼마나 오래되었나요?,삼보사찰 이 존재한 지 얼마나 되었나요?,삼보사찰,translate,yes,no,no,partly,translate,acceptable_alias,maybe,,gpt4o,acceptable,True,27.9826,28.9509,False,False,False,False,False,False,False,0.75,both_metrics_too_harsh_on_acceptable_output,True,False,True,False,True
Q563102_1,gpt4o_mini,Place of worship,Where are the Three Jewel Temples of Korea located in South Korea?,한국의 삼보사원은 대한민국 어디에 위치해 있습니까?,한국에서 삼보사찰 은 어디에 있나요?,삼보사찰,translate,yes,no,no,partly,translate,acceptable_alias,maybe,,gpt4o,acceptable,True,24.4462,21.8831,False,False,False,False,False,False,False,0.75,both_metrics_too_harsh_on_acceptable_output,True,False,True,False,True
Q563102_2,gpt4o_mini,Place of worship,Can visitors explore the Three Jewel Temples of Korea on their own or are guided tours available?,"방문객들이 한국의 삼보사원을 혼자 탐험할 수 있나요, 아니면 가이드 투어가 제공되나요?",방문객들은 삼보사찰 을 스스로 탐험할 수 있나요 아니면 가이드 투어를 이용할 수 있나요?,삼보사찰,translate,yes,no,no,partly,translate,acceptable_alias,maybe,,gpt4o,acceptable,True,25.2119,39.3825,False,False,False,False,False,False,False,0.75,both_metrics_too_harsh_on_acceptable_output,True,False,True,False,True
Q1199794_2,gpt4o_mini,Artwork,What type of book is Lost Horizon?,"""로스트 호라이즌""은 어떤 종류의 책인가요?",잃어버린 지평선은 어떤 종류의 책인가요?,잃어버린 지평선,translate,yes,no,no,yes,transliterate,acceptable_alias,maybe,,gpt4o,acceptable,False,50.8133,52.9112,False,True,True,False,False,False,False,0.1429,entity_metric_too_harsh_on_acceptable_output,True,False,True,False,False
Q1389239_0,gpt4o_mini,Book,Can you provide an example of a specific instruction from the FMA instruction set?,FMA 명령어 세트의 특정 명령어 예시를 제공할 수 있나요?,FMA 명령어 집합의 명령어 중 하나를 예를 들어줄 수 있나요?,FMA 명령어 집합,preserve,yes,yes,no,partly,transliterate,acceptable_alias,yes,,gpt4o,acceptable,False,33.5689,59.27,False,False,True,False,False,False,False,0.75,entity_metric_too_harsh_on_acceptable_output,True,False,True,False,False
Q3943166_2,gpt4o_mini,Book series,"How does the Ryu, the Cave Boy series capture the imagination of young readers/viewers?","류, 동굴 소년 시리즈는 어떻게 젊은 독자/시청자의 상상을 사로잡는가?",원시소년 류우시리즈는 어떻게 젊은 독자/시청자의 상상력을 사로잡나요?,원시소년 류우,transliterate,no,no,no,yes,transliterate,correct,no,,tie,acceptable,True,29.558,60.7947,False,False,True,False,False,False,False,0.3333,entity_metric_too_harsh_on_acceptable_output,True,False,False,False,False
Q11271903_0,gpt4o_mini,Fictional entity,Is Juice Ortiz a real person or a fictional character?,"주스 오르티즈는 실제 인물인가요, 아니면 허구의 캐릭터인가요?",주스 오티즈는 실제 인물인가요 아니면 가상의 캐릭터인가요?,주스 오티즈,transliterate,no,no,no,yes,transliterate,acceptable_alias,maybe,,gpt4o_mini,acceptable,True,42.7287,71.9654,False,True,True,False,False,False,False,0.6,entity_metric_too_harsh_on_acceptable_output,True,False,True,False,False
Q11271903_1,gpt4o_mini,Fictional entity,In which television series does the fictional character Juice Ortiz appear?,"""주스 오르티즈""라는 가상의 캐릭터는 어떤 TV 시리즈에 등장하나요?",가상의 캐릭터 주스 오티즈는 어떤 텔레비전 시리즈에 출연하나요?,주스 오티즈,transliterate,no,no,no,partly,transliterate,acceptable_alias,maybe,,tie,acceptable,True,23.9803,50.3991,False,False,True,False,False,False,False,0.6,entity_metric_too_harsh_on_acceptable_output,True,False,True,False,False
Q1504526_0,gpt4o_mini,Fictional entity,Is Comic Book Guy a real person or a fictional character?,"코믹북 남자는 실제 인물인가요, 아니면 허구의 캐릭터인가요?",코믹 북 가이는 실제 인물인가요 아니면 가상의 캐릭터인가요?,코믹 북 가이,transliterate,no,no,no,partly,translate,acceptable_alias,maybe,,gpt4o,acceptable,False,22.0896,53.4484,False,False,True,False,False,False,False,0.6,entity_metric_too_harsh_on_acceptable_output,True,False,True,False,False
Q19852_1,gpt4o_mini,Fictional entity,How does the One Ring affect its bearer in J.R.R. Tolkien's stories?,J.R.R. 톨킨의 이야기에서 원반지는 소유자에게 어떤 영향을 미칩니까?,절대 반지는 J.R.R. 톨킨의 이야기에서 그 전달자에게 어떤 영향을 미칩니까?,절대 반지,translate,yes,no,no,partly,translate,acceptable_alias,maybe,,gpt4o_mini,acceptable,True,33.6185,71.592,False,False,True,False,False,False,False,0.5,entity_metric_too_harsh_on_acceptable_output,True,False,True,False,False
Q2481465_0,gpt4o_mini,Fictional entity,How is Android 17 depicted in Dragon Ball?,드래곤볼에서 안드로이드 17은 어떻게 묘사되나요?,인조인간 17호은 Dragon Ball에서 어떻게 묘사됩니까?,인조인간 17호,translate,yes,no,no,yes,translate,correct,no,,tie,acceptable,True,38.6097,54.8374,False,True,True,False,False,False,False,0.2857,entity_metric_too_harsh_on_acceptable_output,True,False,False,False,False
Q2481465_1,gpt4o_mini,Fictional entity,What role does Android 17 play in the anime and manga franchise?,안드로이드 17은 애니메이션과 만화 프랜차이즈에서 어떤 역할을 하나요?,애니메이션 및 만화 프랜차이즈에서 인조인간 17호은 어떤 역할을 하나요?,인조인간 17호,translate,yes,no,no,yes,transliterate,acceptable_alias,no,,tie,acceptable,False,43.167,66.0498,False,True,True,False,False,False,False,0.2857,entity_metric_too_harsh_on_acceptable_output,True,False,True,False,False
Q2481465_2,gpt4o_mini,Fictional entity,Is Android 17 a fictional character?,안드로이드 17은 가상의 캐릭터인가요?,인조인간 17호은 가상의 인물인가요?,인조인간 17호,translate,yes,no,no,yes,transliterate,acceptable_alias,maybe,,tie,acceptable,False,47.2871,57.1109,False,True,True,False,False,False,False,0.2857,entity_metric_too_harsh_on_acceptable_output,True,False,True,False,False
Q552179_0,gpt4o_mini,Fictional entity,What was the surprising discovery about the DNA found at the crime scenes linked to the Phantom of Heilbronn?,하일브론의 팬텀과 관련된 범죄 현장에서 발견된 DNA에 대한 놀라운 발견은 무엇이었나요?,하일브론의 유령 과 관련된 범죄 현장에서 발견된 DNA에 대한 놀라운 발견은 무엇이었나요,하일브론의 유령,translate,yes,no,no,partly,transliterate,acceptable_alias,no,,gpt4o,acceptable,False,82.6517,87.4244,False,True,True,False,False,False,False,0.7143,entity_metric_too_harsh_on_acceptable_output,True,False,True,False,False
Q16305809_1,gpt4o_mini,Food,How are prawn crackers made?,새우 과자는 어떻게 만들어지나요?,새우 칩은 어떻게 만들어 지나요?,새우 칩,translate,no,no,yes,yes,translate,acceptable_alias,no,,gpt4o,acceptable,True,50.8133,75.6544,False,True,True,False,False,False,False,0.6667,entity_metric_too_harsh_on_acceptable_output,True,False,True,False,False
Q5056486_0,gpt4o_mini,Food,What type of meat is used in Montreal-style smoked meat?,몬트리올 스타일 훈제 고기에는 어떤 종류의 고기가 사용되나요?,몬트리올 스모크트 미트는 어떤 종류의 고기가 사용되나요?,몬트리올 스모크트 미트,translate,no,no,no,yes,translate,correct,no,,tie,acceptable,True,46.7138,66.8163,False,True,True,False,False,False,False,0.5,entity_metric_too_harsh_on_acceptable_output,True,False,False,False,False
Q5056486_2,gpt4o_mini,Food,Where did Montreal-style smoked meat originate?,몬트리올 스타일 훈제 고기는 어디에서 유래했나요?,스모크트 미트는 어디에서 유래했나요?,스모크트 미트,translate,no,no,no,yes,translate,correct,no,,gpt4o_mini,acceptable,True,29.0715,56.1305,False,False,True,False,False,False,False,0.1667,entity_metric_too_harsh_on_acceptable_output,True,False,False,False,False
Q1024181_1,gpt4o_mini,Landmark,What is the purpose or function of Pushkin House?,푸슈킨 하우스의 목적이나 기능은 무엇인가요?,푸쉬킨 하우스의 목적 또는 기능은 무엇입니까?,푸쉬킨 하우스,transliterate,no,no,no,yes,transliterate,acceptable_alias,no,,gpt4o,acceptable,True,75.9836,89.2941,False,True,True,False,False,False,False,0.6667,entity_metric_too_harsh_on_acceptable_output,True,False,True,False,False
Q1044613_1,gpt4o_mini,Landmark,How would you describe the architecture of Helsinki Central Railway Station?,헬싱키 중앙 기차역의 건축 양식을 어떻게 설명하시겠습니까?,헬싱키 중앙역의 건축을 어떻게 설명하시겠습니까?,헬싱키 중앙역,translate,yes,no,no,yes,translate,acceptable_alias,no,,tie,acceptable,True,26.2691,70.727,False,False,True,False,False,False,False,0.8333,entity_metric_too_harsh_on_acceptable_output,True,False,True,False,False
Q2570624_2,gpt4o_mini,Landmark,When was the Radisson Royal Hotel in Moscow constructed?,모스크바의 라디슨 로얄 호텔은 언제 건설되었나요?,모스크바의 호텔 우크라이나는 언제 지어졌나요?,호텔 우크라이나,transliterate,no,no,no,yes,transliterate,acceptable_alias,maybe,,tie,acceptable,True,43.4721,51.7197,False,True,True,False,False,False,False,0.8571,entity_metric_too_harsh_on_acceptable_output,True,False,True,False,False
Q732489_0,gpt4o_mini,Landmark,How old is the Mariinskyi Palace?,마리인스키 궁전은 얼마나 오래되었나요?,마린스키궁은 몇 살인가요?,마린스키궁,adapt,no,no,yes,yes,adapt,acceptable_alias,yes,,gpt4o_mini,acceptable,True,35.9304,67.9358,False,True,True,False,False,False,False,0.6,entity_metric_too_harsh_on_acceptable_output,True,False,True,False,False
Q1527383_1,gpt4o_mini,Movie,What type of film is The Villain?,영화 '악당'은 어떤 종류의 영화인가요?,빌런은 어떤 종류의 영화인가요?,빌런,transliterate,yes,no,no,yes,translate,acceptable_alias,yes,,gpt4o,acceptable,False,50.8133,76.7817,False,True,True,False,False,False,False,0.0,entity_metric_too_harsh_on_acceptable_output,True,False,True,False,False
Q223540_0,gpt4o_mini,Musical work,When was Symphony No. 3 composed?,교향곡 제3번은 언제 작곡되었나요?,교향곡 3번 은 언제 작곡되었나요?,교향곡 3번,translate,yes,no,no,yes,translate,correct,no,,tie,acceptable,True,50.8133,81.2322,False,True,True,False,False,False,False,0.6,entity_metric_too_harsh_on_acceptable_output,True,False,False,False,False
Q246487_2,gpt4o_mini,Musical work,When was Symphony No. 6 first performed?,교향곡 제6번은 언제 처음 공연되었나요?,교향곡 6번은 언제 처음으로 연주되었습니까?,교향곡 6번,translate,yes,no,no,yes,translate,acceptable_alias,no,,tie,acceptable,True,53.7285,83.9915,False,True,True,False,False,False,False,0.6,entity_metric_too_harsh_on_acceptable_output,True,False,True,False,False
Q260988_1,gpt4o_mini,Musical work,Is Symphony No. 7 considered one of Bruckner's most famous works?,교향곡 제 7번은 브루크너의 가장 유명한 작품 중 하나로 간주되나요?,교향곡 7번 은 브루크너의 가장 유명한 작품 중 하나로 여겨지나요?,교향곡 7번,translate,yes,no,no,yes,translate,correct,no,,tie,acceptable,True,69.8931,71.3124,False,True,True,False,False,False,False,0.6,entity_metric_too_harsh_on_acceptable_output,True,False,False,False,False
Q260988_2,gpt4o_mini,Musical work,When was Symphony No. 7 first performed?,교향곡 제7번은 언제 처음 연주되었나요?,교향곡 7번 은 언제 처음 공연되었나요?,교향곡 7번,translate,yes,no,no,yes,translate,correct,no,,tie,acceptable,True,38.6097,52.543,False,True,True,False,False,False,False,0.6,entity_metric_too_harsh_on_acceptable_output,True,False,False,False,False
Q218295_0,gpt4o_mini,Person,How is the President of Russia elected?,러시아 대통령은 어떻게 선출되나요?,러시아의 대통령은 어떻게 선출되나요?,러시아의 대통령,translate,no,no,no,yes,translate,correct,no,,tie,acceptable,True,66.874,79.2499,False,True,True,False,False,False,False,0.4286,entity_metric_too_harsh_on_acceptable_output,True,False,False,False,False
Q2620906_0,gpt4o_mini,Person,How did Grigory Petrovsky's political career come to an end?,그리골리 페트로프스키의 정치 경력은 어떻게 끝났나요?,그리고리 페트로프스키의 정치 경력은 어떻게 끝났습니까?,그리고리 페트로프스키,transliterate,no,no,no,partly,transliterate,acceptable_alias,maybe,,gpt4o,acceptable,True,80.9107,72.0425,False,True,True,False,False,False,False,0.7,entity_metric_too_harsh_on_acceptable_output,True,False,True,False,False
Q40662_0,gpt4o_mini,Person,When did John the Baptist live?,세례 요한은 언제 살았나요?,세례자 요한은 언제 살았나요?,세례자 요한,translate,yes,no,yes,yes,adapt,correct,no,,gpt4o_mini,acceptable,False,66.874,76.0471,False,True,True,False,False,False,False,0.4,entity_metric_too_harsh_on_acceptable_output,True,False,False,False,False
Q40662_1,gpt4o_mini,Person,What was John the Baptist's role in history?,세례 요한의 역사적 역할은 무엇이었나요?,역사에서 세례자 요한의 역할은 무엇이었나요?,세례자 요한,translate,yes,no,yes,yes,translate,correct,no,,gpt4o_mini,acceptable,True,38.6097,56.6204,False,True,True,False,False,False,False,0.4,entity_metric_too_harsh_on_acceptable_output,True,False,False,False,False
Q143042_0,gpt4o_mini,Place of worship,Where is the Studenica monastery situated in Serbia?,세르비아의 스투데니카 수도원은 어디에 위치해 있습니까?,세르비아에 있는 스투데니차 수도원은 어디에 있나요?,스투데니차 수도원,transliterate,yes,no,no,yes,transliterate,acceptable_alias,no,,tie,acceptable,True,33.0316,65.462,False,False,True,False,False,False,False,0.5,entity_metric_too_harsh_on_acceptable_output,True,False,True,False,False
Q143042_2,gpt4o_mini,Place of worship,Is the Studenica monastery a historic site?,스투데니카 수도원은 역사적 유적지인가요?,스투데니차 수도원은 유적지인가요?,스투데니차 수도원,transliterate,yes,no,no,yes,transliterate,acceptable_alias,maybe,,gpt4o,acceptable,True,39.7635,52.3495,False,True,True,False,False,False,False,0.5,entity_metric_too_harsh_on_acceptable_output,True,False,True,False,False
Q390150_2,gpt4o_mini,Place of worship,How would you describe the architecture style of Salisbury Cathedral?,살리스베리 대성당의 건축 스타일을 어떻게 설명하시겠습니까?,솔즈베리 대성당의 건축양식을 어떻게 설명하겠습니까?,솔즈베리 대성당,translate,yes,no,no,yes,transliterate,acceptable_alias,maybe,,gpt4o_mini,acceptable,False,24.4462,55.0921,False,False,True,False,False,False,False,0.7143,entity_metric_too_harsh_on_acceptable_output,True,False,True,False,False
Q850042_0,gpt4o_mini,Place of worship,Is Uppsala Cathedral open to the public?,우프살라 대성당은 일반에 개방되어 있나요?,웁살라 대성당은 대중에게 개방되어 있습니까?,웁살라 대성당,transliterate,yes,no,no,yes,transliterate,acceptable_alias,no,,tie,acceptable,True,38.6097,53.8348,False,True,True,False,False,False,False,0.8333,entity_metric_too_harsh_on_acceptable_output,True,False,True,False,False
Q911413_1,gpt4o_mini,Place of worship,What type of place is the Simonopetra monastery?,사이모노페트라 수도원은 어떤 장소인가요?,시모노페트라 수도원 은 어떤 종류의 장소인가요,시모노페트라 수도원,transliterate,yes,no,no,yes,transliterate,acceptable_alias,no,,tie,acceptable,True,66.874,92.2643,False,True,True,False,False,False,False,0.8889,entity_metric_too_harsh_on_acceptable_output,True,False,True,False,False
Q19938912_0,gpt4o_mini,Book,What does BnF stand for in BnF authorities for books?,BnF는 도서에 대한 BnF 권한에서 무엇을 의미합니까?,BnF는 책의 BnF 당국 에서 무엇을 의미하나요?,BnF 당국,translate,no,no,no,no,translate,wrong_rendering_strategy,yes,,neither,unacceptable,True,32.1729,54.4127,False,False,True,False,False,False,False,0.6,general_metric_miss_human_rejection,True,True,False,False,False
Q21511960_0,gpt4o_mini,Book,What is the format of This One Summer?,이 여름의 형식은 무엇인가요?,그해 여름의 형식은 무엇입니까?,그해 여름,translate,yes,no,no,no,translate,wrong_rendering_strategy,yes,,neither,unacceptable,True,66.874,83.6919,False,True,True,False,False,False,False,0.5,general_metric_miss_human_rejection,True,True,False,False,False
Q4374095_2,gpt4o_mini,Landmark,Which country does the Embassy of Estonia in Moscow represent?,모스크바에 있는 에스토니아 대사는 어느 나라를 대표하나요?,모스크바 주재 에스토니아 대사관은 어느 나라를 대표하나요?,모스크바 주재 에스토니아 대사관,translate,yes,no,no,no,translate,incorrect_entity,yes,,gpt4o,unacceptable,True,36.5555,61.2256,False,True,True,False,False,False,False,0.5,general_metric_miss_human_rejection,True,False,False,False,False
Q162331_2,gpt4o_mini,Movie,What is the subject of the 1959 film The 400 Blows by François Truffaut?,"프랑수아 트뤼포의 1959년 영화 ""네 멋대로 해라""의 주제는 무엇인가요?",프랑수아 트뤼포의 1959년 영화 400번의 구타의 주제는 무엇입니까?,400번의 구타,adapt,yes,no,yes,no,adapt,wrong_rendering_strategy,yes,,gpt4o,unacceptable,True,45.1801,66.8989,False,True,True,False,False,False,False,0.1429,general_metric_miss_human_rejection,True,True,False,False,False
Q20857824_2,gpt4o_mini,TV series,Who are the main hosts of Better Late Than Never?,"""아무리 늦어도 괜찮아""의 주요 호스트는 누구인가요?",베터 레이트 댄 네버 의 주요 호스트는 누구인가요?,베터 레이트 댄 네버,preserve,no,no,no,no,translate,wrong_rendering_strategy,yes,,gpt4o,unacceptable,False,34.8017,54.6088,False,False,True,False,False,False,False,0.125,general_metric_miss_human_rejection,True,True,False,False,False
Q7230941_1,gpt4o_mini,TV series,When was the South Korean TV series New Tales of Gisaeng released?,"한국 TV 시리즈 ""신의 양식""은 언제 방영되었나요?",한국 TV 시리즈 신기생뎐은 언제 출시되었나요?,신기생뎐,translate,yes,no,no,no,translate,incorrect_entity,yes,,gpt4o,unacceptable,True,41.1134,63.1403,False,True,True,False,False,False,False,0.25,general_metric_miss_human_rejection,True,False,False,False,False
Q913804_1,gpt4o_mini,Artwork,Who is the author of The Making of the English Working Class?,영국 노동계급의 형성(The Making of the English Working Class)의 저자는 누군가요?,영국 노동계급의 형성 의 저자는 누구인가요?,영국 노동계급의 형성,adapt,yes,no,no,yes,adapt,correct,no,correct but the sentence has the english original word in parenthesis,gpt4o_mini,acceptable,True,16.109,41.7338,False,False,False,True,True,True,True,1.0,general_metric_too_harsh_on_acceptable_output,True,False,False,False,False
