id,split,source,source_locale,target_locale,wikidata_id,entity_types,targets,reference_translation,reference_mention,reference_translations,reference_mentions,gpt4o_prediction,gpt4o_mini_prediction,primary_entity_type,selection_score,selection_reasons,gpt_models_differ,gpt4o_any_reference_mention_match,gpt4o_mini_any_reference_mention_match,model_mention_match_disagree,multi_reference_example,ascii_preservation_disagreement,selection_stage
Q1527383_2,validation,When was The Villain released?,en,ko,Q1527383,"[""Movie""]","[{""translation"": ""빌런은 언제 개봉되었나요?"", ""mention"": ""빌런""}, {""translation"": ""빌런 은 언제 출시되었나요?"", ""mention"": ""빌런""}, {""translation"": ""빌런은 언제 출시되었나요?"", ""mention"": ""빌런""}, {""translation"": ""빌런은 언제 개봉했나요?"", ""mention"": ""빌런""}]",빌런은 언제 개봉되었나요?,빌런,"[""빌런은 언제 개봉되었나요?"", ""빌런 은 언제 출시되었나요?"", ""빌런은 언제 출시되었나요?"", ""빌런은 언제 개봉했나요?""]","[""빌런"", ""빌런"", ""빌런"", ""빌런""]","""더 빌런""은 언제 개봉했나요?",더 빌런은 언제 개봉했나요?,Movie,1,"[""multi_reference_example""]",False,True,True,False,True,False,easy_case
Q955581_2,validation,How would you describe the Faust Overture?,en,ko,Q955581,"[""Musical work""]","[{""translation"": ""파우스트 서곡를 어떻게 설명하시겠습니까?"", ""mention"": ""파우스트 서곡""}]",파우스트 서곡를 어떻게 설명하시겠습니까?,파우스트 서곡,"[""파우스트 서곡를 어떻게 설명하시겠습니까?""]","[""파우스트 서곡""]",파우스트 서곡을 어떻게 묘사하시겠습니까?,파우스트 서곡을 어떻게 묘사하시겠습니까?,Musical work,0,"[""entity_type_coverage""]",False,True,True,False,False,False,easy_case
Q720984_0,validation,Where was Theodotus of Byzantium from?,en,ko,Q720984,"[""Person""]","[{""translation"": ""비잔티움의 테오도투스는 어디에서 왔나요"", ""mention"": ""비잔티움의 테오도투스""}, {""translation"": ""비잔티움의 테오도투스 는 어디에서 왔나요?"", ""mention"": ""비잔티움의 테오도투스""}]",비잔티움의 테오도투스는 어디에서 왔나요,비잔티움의 테오도투스,"[""비잔티움의 테오도투스는 어디에서 왔나요"", ""비잔티움의 테오도투스 는 어디에서 왔나요?""]","[""비잔티움의 테오도투스"", ""비잔티움의 테오도투스""]",비잔티움의 테오도투스는 어디 출신인가요?,비잔티움의 테오도투스는 어디 출신인가요?,Person,1,"[""multi_reference_example""]",False,True,True,False,True,False,easy_case
Q660082_1,validation,What type of place is Melk Abbey?,en,ko,Q660082,"[""Place of worship""]","[{""translation"": ""멜크 수도원는 어떤 종류의 장소인가요?"", ""mention"": ""멜크 수도원""}, {""translation"": ""멜크 수도원은 어떤 곳입니까?"", ""mention"": ""멜크 수도원""}, {""translation"": ""멜크 수도원은 어떤 장소인가요?"", ""mention"": ""멜크 수도원""}]",멜크 수도원는 어떤 종류의 장소인가요?,멜크 수도원,"[""멜크 수도원는 어떤 종류의 장소인가요?"", ""멜크 수도원은 어떤 곳입니까?"", ""멜크 수도원은 어떤 장소인가요?""]","[""멜크 수도원"", ""멜크 수도원"", ""멜크 수도원""]",멜크 수도원은 어떤 종류의 장소인가요?,멜크 수도원은 어떤 종류의 장소인가요?,Place of worship,1,"[""multi_reference_example""]",False,True,True,False,True,False,easy_case
Q2667119_1,validation,Who are the main characters in Masha and the Bear?,en,ko,Q2667119,"[""TV series""]","[{""translation"": ""마샤와 곰의 주인공은 누구인가요?"", ""mention"": ""마샤와 곰""}]",마샤와 곰의 주인공은 누구인가요?,마샤와 곰,"[""마샤와 곰의 주인공은 누구인가요?""]","[""마샤와 곰""]",마샤와 곰의 주요 캐릭터는 누구인가요?,마샤와 곰의 주요 캐릭터는 누구인가요?,TV series,0,"[""entity_type_coverage""]",False,True,True,False,False,False,easy_case
Q235826_0,validation,When was the coat of arms of Colombia officially adopted?,en,ko,Q235826,"[""Artwork""]","[{""translation"": ""콜롬비아의 국장은 언제 공식적으로 채택되었나요?"", ""mention"": ""콜롬비아의 국장""}, {""translation"": ""콜롬비아의 국장은 언제 공식적으로 채택되었습니까?"", ""mention"": ""콜롬비아의 국장""}, {""translation"": ""콜롬비아의 국장 은 언제 공식적으로 채택되었나요"", ""mention"": ""콜롬비아의 국장""}]",콜롬비아의 국장은 언제 공식적으로 채택되었나요?,콜롬비아의 국장,"[""콜롬비아의 국장은 언제 공식적으로 채택되었나요?"", ""콜롬비아의 국장은 언제 공식적으로 채택되었습니까?"", ""콜롬비아의 국장 은 언제 공식적으로 채택되었나요""]","[""콜롬비아의 국장"", ""콜롬비아의 국장"", ""콜롬비아의 국장""]",콜롬비아의 국장은 언제 공식적으로 채택되었나요?,콜롬비아의 국장은 언제 공식적으로 채택되었나요?,Artwork,1,"[""multi_reference_example""]",False,True,True,False,True,False,easy_case
Q1858336_2,validation,How is Webster's Dictionary different from other dictionaries?,en,ko,Q1858336,"[""Book""]","[{""translation"": ""웹스터 사전은 다른 사전과 어떻게 다른가요"", ""mention"": ""웹스터 사전""}, {""translation"": ""웹스터 사전은 다른 사전과 어떻게 다른가요?"", ""mention"": ""웹스터 사전""}, {""translation"": ""웹스터 사전는 다른 사전과 어떻게 다릅니까?"", ""mention"": ""웹스터 사전""}, {""translation"": ""웹스터 사전 은 다른 사전과 어떻게 다른가요?"", ""mention"": ""웹스터 사전""}]",웹스터 사전은 다른 사전과 어떻게 다른가요,웹스터 사전,"[""웹스터 사전은 다른 사전과 어떻게 다른가요"", ""웹스터 사전은 다른 사전과 어떻게 다른가요?"", ""웹스터 사전는 다른 사전과 어떻게 다릅니까?"", ""웹스터 사전 은 다른 사전과 어떻게 다른가요?""]","[""웹스터 사전"", ""웹스터 사전"", ""웹스터 사전"", ""웹스터 사전""]",웹스터 사전은 다른 사전들과 어떻게 다른가요?,웹스터 사전은 다른 사전들과 어떻게 다릅니까?,Book,4,"[""model_text_disagreement"", ""multi_reference_example""]",True,True,True,False,True,False,easy_case
Q4921115_0,validation,Is Nathan Garrett a well-known character in Marvel Comics?,en,ko,Q4921115,"[""Fictional entity""]","[{""translation"": ""네이선 개릿 은 마블 코믹스에서 잘 알려진 캐릭터인가요"", ""mention"": ""네이선 개릿""}, {""translation"": ""네이선 개릿은 마블 코믹스에서 잘 알려진 캐릭터인가요?"", ""mention"": ""네이선 개릿""}]",네이선 개릿 은 마블 코믹스에서 잘 알려진 캐릭터인가요,네이선 개릿,"[""네이선 개릿 은 마블 코믹스에서 잘 알려진 캐릭터인가요"", ""네이선 개릿은 마블 코믹스에서 잘 알려진 캐릭터인가요?""]","[""네이선 개릿"", ""네이선 개릿""]",네이선 가렛은 마블 코믹스에서 잘 알려진 캐릭터인가요?,네이선 가렛은 마블 코믹스에서 잘 알려진 캐릭터인가요?,Fictional entity,3,"[""at_least_one_model_misses_reference_mention"", ""multi_reference_example""]",False,False,False,False,True,False,easy_case
Q3393961_1,validation,How is corn starch typically used in cooking?,en,ko,Q3393961,"[""Food""]","[{""translation"": ""옥수수 녹말은 일반적으로 요리에 어떻게 사용되나요?"", ""mention"": ""옥수수 녹말""}, {""translation"": ""옥수수 녹말은 일반적으로 요리에 어떻게 사용됩니까?"", ""mention"": ""옥수수 녹말""}]",옥수수 녹말은 일반적으로 요리에 어떻게 사용되나요?,옥수수 녹말,"[""옥수수 녹말은 일반적으로 요리에 어떻게 사용되나요?"", ""옥수수 녹말은 일반적으로 요리에 어떻게 사용됩니까?""]","[""옥수수 녹말"", ""옥수수 녹말""]",옥수수 전분은 일반적으로 요리에서 어떻게 사용되나요?,옥수수 전분은 일반적으로 요리에서 어떻게 사용되나요?,Food,3,"[""at_least_one_model_misses_reference_mention"", ""multi_reference_example""]",False,False,False,False,True,False,easy_case
Q1044613_2,validation,How many platforms does Helsinki Central Railway Station have?,en,ko,Q1044613,"[""Landmark""]","[{""translation"": ""헬싱키 중앙역에는 몇 개의 플랫폼이 있나요?"", ""mention"": ""헬싱키 중앙역""}]",헬싱키 중앙역에는 몇 개의 플랫폼이 있나요?,헬싱키 중앙역,"[""헬싱키 중앙역에는 몇 개의 플랫폼이 있나요?""]","[""헬싱키 중앙역""]",헬싱키 중앙역에는 몇 개의 플랫폼이 있습니까?,헬싱키 중앙역에는 몇 개의 플랫폼이 있나요?,Landmark,3,"[""model_text_disagreement""]",True,True,True,False,False,False,easy_case
Q502080_1,validation,When was the movie Father of a Soldier released?,en,ko,Q502080,"[""Movie""]","[{""translation"": ""영화 병사의 아버지는 언제 개봉되었나요?"", ""mention"": ""병사의 아버지""}]",영화 병사의 아버지는 언제 개봉되었나요?,병사의 아버지,"[""영화 병사의 아버지는 언제 개봉되었나요?""]","[""병사의 아버지""]","영화 ""병사의 아버지""는 언제 개봉되었습니까?","""병사의 아버지"" 영화는 언제 개봉되었나요?",Movie,3,"[""model_text_disagreement""]",True,True,True,False,False,False,easy_case
Q941724_1,validation,What type of musical work is The Carnival of the Animals?,en,ko,Q941724,"[""Musical work""]","[{""translation"": ""동물의 사육제은 어떤 종류의 음악 작품인가요?"", ""mention"": ""동물의 사육제""}]",동물의 사육제은 어떤 종류의 음악 작품인가요?,동물의 사육제,"[""동물의 사육제은 어떤 종류의 음악 작품인가요?""]","[""동물의 사육제""]",동물의 사육제는 어떤 종류의 음악 작품인가요?,동물의 사육제는 어떤 종류의 음악 작품인가요?,Musical work,0,"[""entity_type_coverage""]",False,True,True,False,False,False,easy_case
Q720984_2,validation,When did Theodotus of Byzantium live?,en,ko,Q720984,"[""Person""]","[{""translation"": ""비잔티움의 테오도투스는 언제 살았나요"", ""mention"": ""비잔티움의 테오도투스""}, {""translation"": ""비잔티움의 테오도투스 는 언제 살았나요?"", ""mention"": ""비잔티움의 테오도투스""}]",비잔티움의 테오도투스는 언제 살았나요,비잔티움의 테오도투스,"[""비잔티움의 테오도투스는 언제 살았나요"", ""비잔티움의 테오도투스 는 언제 살았나요?""]","[""비잔티움의 테오도투스"", ""비잔티움의 테오도투스""]",비잔티움의 테오도투스는 언제 살았나요?,비잔티움의 테오도투스는 언제 살았나요?,Person,1,"[""multi_reference_example""]",False,True,True,False,True,False,easy_case
Q660082_0,validation,Where is Melk Abbey located?,en,ko,Q660082,"[""Place of worship""]","[{""translation"": ""멜크 수도원은 어디에 있나요?"", ""mention"": ""멜크 수도원""}, {""translation"": ""멜크 수도원은 어디에 있습니까?"", ""mention"": ""멜크 수도원""}]",멜크 수도원은 어디에 있나요?,멜크 수도원,"[""멜크 수도원은 어디에 있나요?"", ""멜크 수도원은 어디에 있습니까?""]","[""멜크 수도원"", ""멜크 수도원""]",멜크 수도원은 어디에 위치해 있나요?,멜크 수도원은 어디에 위치해 있나요?,Place of worship,1,"[""multi_reference_example""]",False,True,True,False,True,False,easy_case
Q48518346_0,validation,What is the genre of The Miracle We Met?,en,ko,Q48518346,"[""TV series""]","[{""translation"": ""우리가 만난 기적의 장르는 무엇인가요?"", ""mention"": ""우리가 만난 기적""}, {""translation"": ""우리가 만난 기적 의 장르는 무엇인가요?"", ""mention"": ""우리가 만난 기적""}]",우리가 만난 기적의 장르는 무엇인가요?,우리가 만난 기적,"[""우리가 만난 기적의 장르는 무엇인가요?"", ""우리가 만난 기적 의 장르는 무엇인가요?""]","[""우리가 만난 기적"", ""우리가 만난 기적""]",우리가 만난 기적의 장르는 무엇인가요?,"""우리가 만난 기적""의 장르는 무엇인가요?",TV series,1,"[""multi_reference_example""]",False,True,True,False,True,False,easy_case
Q1050014_1,validation,Who is the author of the book Foundation and Earth?,en,ko,Q1050014,"[""Artwork"", ""Book""]","[{""translation"": ""파운데이션과 지구라는 책의 저자는 누구인가요?"", ""mention"": ""파운데이션과 지구""}, {""translation"": ""파운데이션과 지구 라는 책의 저자는 누구인가요?"", ""mention"": ""파운데이션과 지구""}]",파운데이션과 지구라는 책의 저자는 누구인가요?,파운데이션과 지구,"[""파운데이션과 지구라는 책의 저자는 누구인가요?"", ""파운데이션과 지구 라는 책의 저자는 누구인가요?""]","[""파운데이션과 지구"", ""파운데이션과 지구""]",『파운데이션과 지구』의 저자는 누구인가요?,"""파운데이션과 지구""의 저자는 누구인가요?",Artwork,2,"[""multi_reference_example"", ""multiple_entity_types""]",False,True,True,False,True,False,random_fill
Q877510_0,validation,Is The Phenomenology of Spirit considered a difficult read?,en,ko,Q877510,"[""Book""]","[{""translation"": ""정신 현상학 은 읽기 어려운 것으로 간주되나요?"", ""mention"": ""정신 현상학""}, {""translation"": ""정신 현상학 은 읽기 어려운 것으로 간주되나요"", ""mention"": ""정신 현상학""}, {""translation"": ""정신 현상학은 읽기 어려운 것으로 간주되나요?"", ""mention"": ""정신 현상학""}]",정신 현상학 은 읽기 어려운 것으로 간주되나요?,정신 현상학,"[""정신 현상학 은 읽기 어려운 것으로 간주되나요?"", ""정신 현상학 은 읽기 어려운 것으로 간주되나요"", ""정신 현상학은 읽기 어려운 것으로 간주되나요?""]","[""정신 현상학"", ""정신 현상학"", ""정신 현상학""]",『정신현상학』은 읽기 어렵다고 여겨지나요?,정신현상학은 어려운 독서로 여겨지나요?,Book,4,"[""model_text_disagreement"", ""multi_reference_example""]",True,True,True,False,True,False,random_fill
Q733685_0,validation,How did the Second Age shape the history of Middle-earth in J.R.R. Tolkien's legendarium?,en,ko,Q733685,"[""Fictional entity""]","[{""translation"": ""제2시대는 J.R.R. 톨킨의 전설에서 중간대륙의 역사를 어떻게 형성했나요"", ""mention"": ""제2시대""}, {""translation"": ""제2시대 는 J.R.R. 톨킨의 전설에서 중간대륙의 역사를 어떻게 형성했나요?"", ""mention"": ""제2시대""}, {""translation"": ""제 2 시대는 톨킨의 전설에서 중간계의 역사를 어떻게 형성했을까요?"", ""mention"": ""제2시대""}]",제2시대는 J.R.R. 톨킨의 전설에서 중간대륙의 역사를 어떻게 형성했나요,제2시대,"[""제2시대는 J.R.R. 톨킨의 전설에서 중간대륙의 역사를 어떻게 형성했나요"", ""제2시대 는 J.R.R. 톨킨의 전설에서 중간대륙의 역사를 어떻게 형성했나요?"", ""제 2 시대는 톨킨의 전설에서 중간계의 역사를 어떻게 형성했을까요?""]","[""제2시대"", ""제2시대"", ""제2시대""]",제2시대가 어떻게 J.R.R. 톨킨의 전설에서 미들어스의 역사를 형성했나요?,제2시대는 J.R.R. 톨킨의 전설 체계에서 중간계의 역사에 어떤 영향을 미쳤나요?,Fictional entity,4,"[""model_text_disagreement"", ""multi_reference_example""]",True,True,True,False,True,False,random_fill
Q742385_1,validation,How does white chocolate differ from milk or dark chocolate?,en,ko,Q742385,"[""Food""]","[{""translation"": ""화이트 초콜릿은 우유나 다크 초콜릿과 어떻게 다른가요?"", ""mention"": ""화이트 초콜릿""}, {""translation"": ""화이트 초콜릿 은 우유나 다크 초콜릿과 어떻게 다른가요?"", ""mention"": ""화이트 초콜릿""}]",화이트 초콜릿은 우유나 다크 초콜릿과 어떻게 다른가요?,화이트 초콜릿,"[""화이트 초콜릿은 우유나 다크 초콜릿과 어떻게 다른가요?"", ""화이트 초콜릿 은 우유나 다크 초콜릿과 어떻게 다른가요?""]","[""화이트 초콜릿"", ""화이트 초콜릿""]",화이트 초콜릿은 밀크 초콜릿이나 다크 초콜릿과 어떻게 다른가요?,화이트 초콜릿은 밀크 초콜릿이나 다크 초콜릿과 어떻게 다릅니까?,Food,4,"[""model_text_disagreement"", ""multi_reference_example""]",True,True,True,False,True,False,random_fill
Q1190902_2,validation,What type of landmark is Okhotny Ryad?,en,ko,Q1190902,"[""Landmark""]","[{""translation"": ""오호트니랴트역은 어떤 종류의 랜드마크인가요?"", ""mention"": ""오호트니랴트역""}, {""translation"": ""오호트니 랴트 역는 어떤 종류의 랜드마크인가요?"", ""mention"": ""오호트니 랴트 역""}]",오호트니랴트역은 어떤 종류의 랜드마크인가요?,오호트니랴트역,"[""오호트니랴트역은 어떤 종류의 랜드마크인가요?"", ""오호트니 랴트 역는 어떤 종류의 랜드마크인가요?""]","[""오호트니랴트역"", ""오호트니 랴트 역""]",오호트니 랴드는 어떤 유형의 랜드마크입니까?,오흐토니 랴드(Okhotny Ryad)는 어떤 유형의 랜드마크인가요?,Landmark,7,"[""model_text_disagreement"", ""at_least_one_model_misses_reference_mention"", ""multi_reference_example"", ""ascii_preservation_disagreement""]",True,False,False,False,True,True,random_fill
Q631568_0,validation,What genre does the movie Daughters of Darkness belong to?,en,ko,Q631568,"[""Movie""]","[{""translation"": ""영화 어둠의 딸들은 어떤 장르에 속하나요"", ""mention"": ""어둠의 딸들""}, {""translation"": ""영화 어둠의 딸들 은 어떤 장르에 속하나요?"", ""mention"": ""어둠의 딸들""}]",영화 어둠의 딸들은 어떤 장르에 속하나요,어둠의 딸들,"[""영화 어둠의 딸들은 어떤 장르에 속하나요"", ""영화 어둠의 딸들 은 어떤 장르에 속하나요?""]","[""어둠의 딸들"", ""어둠의 딸들""]",딸들의 어둠은 어떤 장르에 속하나요?,"영화 ""다크니스의 딸들""은 어떤 장르에 속하나요?",Movie,6,"[""model_text_disagreement"", ""at_least_one_model_misses_reference_mention"", ""multi_reference_example""]",True,False,False,False,True,False,random_fill
Q231213_1,validation,Who composed Symphony No. 4?,en,ko,Q231213,"[""Musical work""]","[{""translation"": ""누가 교향곡 4번을 작곡했나요?"", ""mention"": ""교향곡 4번""}, {""translation"": ""누가 교향곡 4번 을 작곡했나요?"", ""mention"": ""교향곡 4번""}]",누가 교향곡 4번을 작곡했나요?,교향곡 4번,"[""누가 교향곡 4번을 작곡했나요?"", ""누가 교향곡 4번 을 작곡했나요?""]","[""교향곡 4번"", ""교향곡 4번""]",교향곡 4번을 작곡한 사람은 누구입니까?,누가 교향곡 제4번을 작곡했나요?,Musical work,10,"[""model_text_disagreement"", ""entity_mention_match_disagreement"", ""at_least_one_model_misses_reference_mention"", ""multi_reference_example""]",True,True,False,True,True,False,random_fill
Q188468_1,validation,When did the Ancient Olympic Games take place?,en,ko,Q188468,"[""Person""]","[{""translation"": ""고대 올림픽 은 언제 열렸나요?"", ""mention"": ""고대 올림픽""}, {""translation"": ""고대 올림픽은 언제 열렸나요?"", ""mention"": ""고대 올림픽""}]",고대 올림픽 은 언제 열렸나요?,고대 올림픽,"[""고대 올림픽 은 언제 열렸나요?"", ""고대 올림픽은 언제 열렸나요?""]","[""고대 올림픽"", ""고대 올림픽""]",고대 올림픽 경기는 언제 열렸습니까?,고대 올림픽 게임은 언제 열렸나요?,Person,4,"[""model_text_disagreement"", ""multi_reference_example""]",True,True,True,False,True,False,random_fill
Q183562_1,validation,How old is the Umayyad Mosque?,en,ko,Q183562,"[""Place of worship"", ""Landmark""]","[{""translation"": ""우마이야 모스크의 건축연도는?"", ""mention"": ""우마이야 모스크""}, {""translation"": ""우마이야 모스크는 몇 년 정도 되었어요?"", ""mention"": ""우마이야 모스크""}]",우마이야 모스크의 건축연도는?,우마이야 모스크,"[""우마이야 모스크의 건축연도는?"", ""우마이야 모스크는 몇 년 정도 되었어요?""]","[""우마이야 모스크"", ""우마이야 모스크""]",우마이야드 모스크는 몇 살입니까?,우마이야드 모스크는 몇 살인가요?,Place of worship,7,"[""model_text_disagreement"", ""at_least_one_model_misses_reference_mention"", ""multi_reference_example"", ""multiple_entity_types""]",True,False,False,False,True,False,random_fill
Q111955724_0,validation,When was Karma's World TV series released?,en,ko,Q111955724,"[""TV series""]","[{""translation"": ""카르마의 세상TV 시리즈는 언제 출시되었나요?"", ""mention"": ""카르마의 세상""}, {""translation"": ""카르마의 세상 TV 시리즈는 언제 출시되었나요"", ""mention"": ""카르마의 세상""}]",카르마의 세상TV 시리즈는 언제 출시되었나요?,카르마의 세상,"[""카르마의 세상TV 시리즈는 언제 출시되었나요?"", ""카르마의 세상 TV 시리즈는 언제 출시되었나요""]","[""카르마의 세상"", ""카르마의 세상""]",카르마의 세계 TV 시리즈는 언제 공개되었나요?,카르마의 월드 TV 시리즈는 언제 출시되었나요?,TV series,6,"[""model_text_disagreement"", ""at_least_one_model_misses_reference_mention"", ""multi_reference_example""]",True,False,False,False,True,False,random_fill
Q757660_0,validation,What is the subject of The Land of Crimson Clouds?,en,ko,Q757660,"[""Artwork"", ""Book""]","[{""translation"": ""선홍빛 구름의 나라의 주제는 무엇인가요?"", ""mention"": ""선홍빛 구름의 나라""}]",선홍빛 구름의 나라의 주제는 무엇인가요?,선홍빛 구름의 나라,"[""선홍빛 구름의 나라의 주제는 무엇인가요?""]","[""선홍빛 구름의 나라""]",《진홍색 구름의 땅》의 주제는 무엇인가?,The Land of Crimson Clouds의 주제는 무엇인가요?,Artwork,7,"[""model_text_disagreement"", ""at_least_one_model_misses_reference_mention"", ""multiple_entity_types"", ""ascii_preservation_disagreement""]",True,False,False,False,False,True,random_fill
Q14654_0,validation,Does Unix time account for leap seconds?,en,ko,Q14654,"[""Book""]","[{""translation"": ""유닉스 시간은 윤초를 처리하나요?"", ""mention"": ""유닉스 시간""}, {""translation"": ""유닉스 시간 은 윤초를 차지하나요?"", ""mention"": ""유닉스 시간""}, {""translation"": ""유닉스 시간은 윤초를 차지하나요?"", ""mention"": ""유닉스 시간""}]",유닉스 시간은 윤초를 처리하나요?,유닉스 시간,"[""유닉스 시간은 윤초를 처리하나요?"", ""유닉스 시간 은 윤초를 차지하나요?"", ""유닉스 시간은 윤초를 차지하나요?""]","[""유닉스 시간"", ""유닉스 시간"", ""유닉스 시간""]",유닉스 시간은 윤초를 고려하나요?,유닉스 시간이 윤초를 고려하나요?,Book,4,"[""model_text_disagreement"", ""multi_reference_example""]",True,True,True,False,True,False,random_fill
Q11271903_1,validation,In which television series does the fictional character Juice Ortiz appear?,en,ko,Q11271903,"[""Fictional entity""]","[{""translation"": ""가상의 캐릭터 주스 오티즈는 어떤 텔레비전 시리즈에 출연하나요?"", ""mention"": ""주스 오티즈""}, {""translation"": ""가상의 인물인 주스 오티즈가 등장하는 텔레비전 시리즈는 무엇입니까?"", ""mention"": ""주스 오티즈""}, {""translation"": ""가상의 캐릭터 주스 오티즈는 어떤 텔레비전 시리즈에 등장하나요?"", ""mention"": ""주스 오티즈""}]",가상의 캐릭터 주스 오티즈는 어떤 텔레비전 시리즈에 출연하나요?,주스 오티즈,"[""가상의 캐릭터 주스 오티즈는 어떤 텔레비전 시리즈에 출연하나요?"", ""가상의 인물인 주스 오티즈가 등장하는 텔레비전 시리즈는 무엇입니까?"", ""가상의 캐릭터 주스 오티즈는 어떤 텔레비전 시리즈에 등장하나요?""]","[""주스 오티즈"", ""주스 오티즈"", ""주스 오티즈""]",가상의 캐릭터 주스 오르티즈는 어떤 텔레비전 시리즈에 등장하나요?,"""주스 오르티즈""라는 가상의 캐릭터는 어떤 TV 시리즈에 등장하나요?",Fictional entity,7,"[""model_text_disagreement"", ""at_least_one_model_misses_reference_mention"", ""multi_reference_example"", ""ascii_preservation_disagreement""]",True,False,False,False,True,True,random_fill
Q486606_0,validation,Can Aleppo pepper be used in both sweet and savory dishes?,en,ko,Q486606,"[""Food"", ""Plant""]","[{""translation"": ""알레포 고추를 달콤하고 짭짤한 요리에 모두 사용할 수 있습니까?"", ""mention"": ""알레포고추""}, {""translation"": ""알레포고추를 달콤하고 짭짤한 요리에 사용할 수 있나요?"", ""mention"": ""알레포고추""}, {""translation"": ""알레포 고추는 달고 맛있는 요리에 사용될 수 있나요?"", ""mention"": ""알레포 고추""}, {""translation"": ""알레포고추를 달콤한 요리와 짭짤한 요리에 모두 사용할 수 있나요?"", ""mention"": ""알레포고추""}]",알레포 고추를 달콤하고 짭짤한 요리에 모두 사용할 수 있습니까?,알레포고추,"[""알레포 고추를 달콤하고 짭짤한 요리에 모두 사용할 수 있습니까?"", ""알레포고추를 달콤하고 짭짤한 요리에 사용할 수 있나요?"", ""알레포 고추는 달고 맛있는 요리에 사용될 수 있나요?"", ""알레포고추를 달콤한 요리와 짭짤한 요리에 모두 사용할 수 있나요?""]","[""알레포고추"", ""알레포고추"", ""알레포 고추"", ""알레포고추""]",알레포 페퍼는 달콤한 요리와 짭짤한 요리 모두에 사용할 수 있나요?,알레포 페퍼는 달콤한 요리와 짭짤한 요리 모두에 사용할 수 있나요?,Food,4,"[""at_least_one_model_misses_reference_mention"", ""multi_reference_example"", ""multiple_entity_types""]",False,False,False,False,True,False,random_fill
Q1417441_1,validation,What architectural style is St Volodymyr's Cathedral in Kyiv?,en,ko,Q1417441,"[""Landmark""]","[{""translation"": ""키예프의 성 볼로디미르 대성당은 어떤 건축 양식인가요?"", ""mention"": ""성 볼로디미르 대성당""}, {""translation"": ""키이우의 성 볼로디미르 대성당은 어떤 건축 양식인가요?"", ""mention"": ""성 볼로디미르 대성당""}]",키예프의 성 볼로디미르 대성당은 어떤 건축 양식인가요?,성 볼로디미르 대성당,"[""키예프의 성 볼로디미르 대성당은 어떤 건축 양식인가요?"", ""키이우의 성 볼로디미르 대성당은 어떤 건축 양식인가요?""]","[""성 볼로디미르 대성당"", ""성 볼로디미르 대성당""]",키이우의 성 블라디미르 대성당은 어떤 건축 양식인가요?,St. Volodymyr's Cathedral in Kyiv is built in the Neo-Byzantine architectural style.,Landmark,7,"[""model_text_disagreement"", ""at_least_one_model_misses_reference_mention"", ""multi_reference_example"", ""ascii_preservation_disagreement""]",True,False,False,False,True,True,random_fill
Q661422_1,validation,In what year was the movie Don't Tempt Me released?,en,ko,Q661422,"[""Movie""]","[{""translation"": ""영화 디오스 는 몇 년도에 개봉되었나요?"", ""mention"": ""디오스""}]",영화 디오스 는 몇 년도에 개봉되었나요?,디오스,"[""영화 디오스 는 몇 년도에 개봉되었나요?""]","[""디오스""]",영화 ‘Don't Tempt Me’는 몇 년에 개봉되었나요?,"영화 ""Don't Tempt Me""는 어떤 해에 개봉되었나요?",Movie,5,"[""model_text_disagreement"", ""at_least_one_model_misses_reference_mention""]",True,False,False,False,False,False,random_fill
Q163775_2,validation,What distinguishes medieval music from other musical styles?,en,ko,Q163775,"[""Musical work""]","[{""translation"": ""중세의 서양 고전 음악을 다른 음악 스타일과 구별하는 것은 무엇인가요?"", ""mention"": ""중세의 서양 고전 음악""}]",중세의 서양 고전 음악을 다른 음악 스타일과 구별하는 것은 무엇인가요?,중세의 서양 고전 음악,"[""중세의 서양 고전 음악을 다른 음악 스타일과 구별하는 것은 무엇인가요?""]","[""중세의 서양 고전 음악""]",중세 음악을 다른 음악 스타일과 구분 짓는 것은 무엇인가요?,중세 음악을 다른 음악 스타일과 구별짓는 것은 무엇인가요?,Musical work,5,"[""model_text_disagreement"", ""at_least_one_model_misses_reference_mention""]",True,False,False,False,False,False,random_fill
Q358374_1,validation,What was John I of Aragon's role?,en,ko,Q358374,"[""Person""]","[{""translation"": ""추안 1세의 직위는 무엇이였나?"", ""mention"": ""추안 1세""}, {""translation"": ""추안 1세의 역할은 무엇이었나요?"", ""mention"": ""추안 1세""}, {""translation"": ""추안 1세 의 역할은 무엇이었나요?"", ""mention"": ""추안 1세""}]",추안 1세의 직위는 무엇이였나?,추안 1세,"[""추안 1세의 직위는 무엇이였나?"", ""추안 1세의 역할은 무엇이었나요?"", ""추안 1세 의 역할은 무엇이었나요?""]","[""추안 1세"", ""추안 1세"", ""추안 1세""]",아라곤의 존 1세의 역할은 무엇이었나요?,아라곤의 존 1세의 역할은 무엇이었나요?,Person,3,"[""at_least_one_model_misses_reference_mention"", ""multi_reference_example""]",False,False,False,False,True,False,random_fill
